funded_amnt,int_rate,installment,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,is_bad
2000,13.47%,67.85,16.32,0,1,4,0,6191,72,7,0
5600,9.33%,178.94,0.13,0,1,1,0,327,21.8,1,0
7000,6.91%,215.86,7.1,0,0,8,0,7612,62.4,27,0
10000,16.32%,353.14,20.55,0,0,6,1,3996,97.5,27,1
6000,11.49%,197.83,7.33,0,1,6,0,3872,49.6,29,0
25000,13.80%,579.12,16.27,0,3,10,0,17215,66.6,33,1
4800,13.98%,164.01,3.85,0,0,6,0,2628,61.1,6,0
4000,12.87%,134.54,13.8,0,0,4,0,9794,75.9,4,1
8400,13.49%,285.02,21.01,0,1,9,0,10893,57,11,0
10000,9.63%,210.66,11.84,0,0,8,0,2062,14.2,19,0
5600,10.95%,183.2,10.56,0,3,8,0,716,5.4,11,1
11000,14.50%,378.64,25.65,1,1,13,0,13055,43.5,19,0
4800,7.14%,148.52,19.95,0,0,11,0,4901,30.3,23,0
14400,14.27%,494.05,7.7,0,2,11,0,70524,60.4,31,0
28000,18.64%,720.81,14.97,0,0,7,0,11477,83.8,29,0
22050,12.42%,495.19,8.96,0,0,12,0,16547,42.9,17,0
27475,13.49%,632.06,5.32,0,0,12,0,57387,31,21,0
21200,9.91%,683.17,25.23,0,0,18,1,7252,11.8,33,0
2875,11.99%,95.48,16.06,0,1,6,0,4159,92.4,6,1
6500,10.99%,212.78,16.92,0,0,11,0,5113,52.7,18,0
13000,10.99%,425.55,7.52,0,0,12,0,11781,37.9,21,0
6000,17.04%,214.05,12.42,0,1,4,0,8765,95.3,7,0
4000,5.42%,120.64,20.73,0,0,6,0,2257,29.7,20,0
5000,17.19%,124.78,0.48,0,1,8,0,514,22.3,23,0
15000,15.28%,359.06,22.37,0,2,16,0,29318,55.4,48,0
11200,17.49%,402.05,22.96,1,0,6,0,5052,85.6,19,0
20000,11.36%,658.23,18.64,0,1,11,0,58930,63.4,30,0
13275,6.54%,407.11,15.54,0,0,10,0,18605,65.7,21,0
9600,5.79%,291.14,13.23,0,0,10,0,2042,20.2,36,0
3000,10.75%,97.87,14.08,1,0,8,0,274,5.6,24,0
5000,16.45%,122.79,9.5,0,0,6,0,2587,95.8,12,0
15000,13.61%,346,20.62,0,0,7,0,41897,80.3,21,0
7000,12.99%,235.83,9.38,0,0,6,0,3829,76.6,17,0
25000,10.75%,815.52,20.48,0,0,10,0,25429,45.8,16,0
15000,12.42%,501.23,12.71,0,0,14,0,10744,45.9,30,0
7200,12.53%,240.96,0.6,0,5,11,0,1306,14.4,36,0
5000,14.65%,172.48,17.41,0,1,7,0,4388,95.7,19,0
25000,7.90%,782.26,0,0,3,6,0,0,0,14,0
10000,9.88%,322.11,17.46,0,0,14,0,12841,55.4,27,0
16000,16.89%,396.7,15.08,0,1,9,0,13788,75.8,15,0
9150,6.17%,279.07,18.6,0,0,10,0,0,0,27,0
14000,11.86%,310.44,6.74,0,0,11,1,9521,35.6,16,0
5000,9.91%,161.13,17.85,1,0,5,0,12553,79.4,14,1
24000,10.99%,785.62,14.1,0,0,12,0,23916,67.6,46,0
3150,15.27%,109.62,4.37,0,3,6,0,2124,28.2,10,0
9250,7.74%,288.78,8.17,0,1,15,0,18147,16.7,28,1
7000,10.99%,229.14,6.2,0,0,5,0,3622,43.1,6,1
7000,17.19%,174.69,10.38,0,2,11,0,13223,91.2,11,0
8000,7.90%,250.33,5.98,0,1,7,0,6974,25.6,36,0
7000,10.00%,148.73,15.26,0,0,11,0,14164,63,23,0
16000,13.48%,542.79,6.8,0,4,3,0,10039,81,7,0
6800,7.51%,211.56,21.74,0,0,8,1,1647,16.1,21,0
12000,10.37%,389.3,16.58,0,0,13,0,8179,35.7,27,0
5500,7.51%,171.11,17.96,0,4,8,0,7982,30.1,25,0
3600,11.36%,118.48,18.05,0,0,9,0,9285,53.1,20,0
6000,12.09%,199.55,18.06,0,0,8,0,23958,87.1,34,0
6000,8.00%,188.02,1.06,0,0,6,0,7161,16.4,9,0
8500,5.79%,257.78,7.54,0,0,9,0,4413,22.1,17,0
17000,10.25%,550.55,16.19,0,0,12,0,18293,43.1,23,0
5000,8.94%,158.86,18.05,0,1,5,0,9268,47.5,15,1
8500,10.59%,276.64,6.76,0,0,9,0,7121,84.8,22,0
7950,11.11%,173.29,27.04,0,1,10,0,6485,13.8,42,0
3000,9.20%,95.68,0.99,0,1,1,0,1676,64.5,3,0
4000,5.79%,121.31,22.56,0,2,11,0,1815,3.5,42,0
11500,16.32%,281.62,17.77,0,0,6,0,12242,92.7,8,0
8450,10.62%,275.13,16.71,0,0,5,0,8585,93.7,6,0
6100,5.79%,185,15.32,0,0,8,0,2629,19.7,25,0
2500,10.37%,81.11,19.66,1,0,10,0,11560,33.7,29,0
15000,12.99%,341.22,2.88,0,1,5,0,12135,84.9,16,0
5000,16.45%,176.9,13.51,0,0,4,0,275,21.2,5,1
10000,11.41%,329.34,14.03,1,3,12,1,8473,27.6,29,0
20000,13.30%,676.78,20.42,1,2,13,0,12573,71.8,29,0
35000,16.77%,865.52,14.44,0,1,5,0,0,0,29,0
12000,10.99%,392.81,6.67,0,0,8,1,12393,63.2,22,0
4000,11.12%,131.19,18.77,0,1,8,0,4132,62.6,11,0
6000,8.49%,189.38,8.93,0,0,7,0,0,0,28,0
10100,13.55%,343,15.82,0,1,9,1,18485,65.3,20,1
6000,13.85%,204.63,13.59,0,5,11,0,7963,50.1,13,0
8000,10.59%,260.36,16.41,0,3,13,0,11672,34.5,27,1
24000,17.56%,862.36,12.63,0,0,12,0,8154,55.8,20,0
3500,16.07%,123.18,3.62,0,1,3,0,1438,59.9,5,0
3000,17.93%,108.36,10.37,0,0,3,1,480,96,10,0
8000,12.53%,267.74,9.8,1,1,5,0,5934,39.8,8,0
9600,12.23%,319.92,5.7,1,0,8,1,5298,35.1,23,0
15050,15.96%,365.67,23.41,0,2,13,0,46957,67,38,0
12000,17.27%,429.45,11.1,0,1,9,0,15037,88.5,19,0
7000,6.76%,215.39,9.23,1,0,16,0,45702,5.3,37,0
6000,7.88%,187.69,1.45,0,0,5,0,694,53.4,11,0
19000,6.99%,586.58,17.68,0,0,13,0,43117,46.4,31,1
7000,10.99%,229.15,8.77,0,0,6,0,9945,55.2,8,0
3000,12.99%,101.07,3.65,1,0,10,0,2670,11.7,17,1
3000,10.99%,98.21,15.5,0,2,20,1,2754,40.5,34,0
1500,9.63%,48.15,9.8,0,0,7,0,0,0,8,0
21025,15.23%,502.73,0,0,2,2,0,0,0,18,0
20000,10.99%,434.75,3.08,0,0,5,0,1397,2.6,6,0
12000,16.89%,297.53,13.81,0,3,10,0,4922,25.9,18,0
8000,13.98%,186.07,9.25,0,0,9,0,5964,56.3,10,1
6850,19.03%,177.81,6.47,0,0,9,0,9041,77.9,11,1
12000,13.16%,405.25,19.55,0,0,9,0,23806,76.1,11,0
29575,20.48%,791.48,22.3,2,0,13,0,104304,45.2,30,1
9600,13.92%,327.72,13.51,0,4,5,1,4433,33.3,15,0
1500,15.99%,52.73,2.64,0,1,4,0,3865,82.2,20,0
12575,9.62%,264.84,13.19,0,1,8,0,31729,60.3,32,0
35000,20.89%,944.71,14.44,1,0,14,0,48782,82.7,35,0
12000,7.88%,375.38,0,0,1,5,0,0,0,15,0
10000,13.61%,339.89,9.17,0,0,4,1,5054,82.5,21,0
3600,5.99%,109.51,13.25,0,0,15,0,521,0.9,47,0
25000,12.68%,564.74,7.26,0,0,4,0,23800,45.8,14,1
15000,7.88%,469.22,0.45,0,0,6,0,196,0.5,9,0
6000,7.49%,186.61,16.95,0,0,10,0,9793,65.3,24,0
14000,6.03%,426.1,13.57,0,0,16,0,11273,20.5,29,0
15000,11.71%,496.14,15.97,0,0,7,0,13132,56.6,14,0
7000,10.65%,228.02,18.16,0,0,11,0,4170,94.8,13,0
18000,7.90%,563.23,15.05,0,0,9,0,18378,69.4,21,0
7500,11.86%,166.31,10.32,4,0,6,0,0,0,12,0
24250,11.36%,798.1,11.23,0,1,14,0,19225,34,48,0
12500,16.77%,309.12,19.95,0,1,10,0,17657,71.4,23,1
12000,16.77%,426.47,0.52,0,2,11,0,12045,0.46,19,0
10000,10.65%,325.74,9.78,0,1,8,0,5424,61,12,0
10000,9.63%,320.95,9.44,0,1,5,0,23186,61.5,14,1
4800,13.49%,162.87,5.11,0,0,9,0,6505,82.3,16,0
14500,12.53%,485.27,15.13,0,0,3,0,11423,68.4,13,0
8000,8.59%,252.89,15.36,0,0,15,0,10624,19,33,0
18250,21.22%,495.99,17.95,0,0,30,0,49344,83.6,57,1
6000,10.99%,196.41,13.47,0,2,7,0,3920,37,8,0
2000,7.90%,62.59,25.88,0,0,7,0,10345,88.4,18,1
3200,19.41%,83.74,14.83,0,3,6,1,1767,98.2,16,0
13750,14.46%,323.23,18.88,0,0,6,0,14066,92.5,15,0
7000,16.82%,173.3,15.65,0,3,8,0,23510,91.1,41,0
7200,8.00%,225.62,8.95,0,3,8,0,14824,30.5,14,0
14400,16.32%,508.54,4.04,0,1,19,0,8840,58.9,23,0
8000,9.88%,257.69,7.47,0,0,4,0,11924,56.2,27,0
4400,8.32%,138.54,4.26,0,0,5,0,5680,27.2,11,0
4600,11.49%,151.67,21.79,0,0,7,0,5409,75.1,13,0
20000,19.03%,519.15,18.14,0,0,7,0,27805,97.6,18,0
12650,8.90%,401.68,11.9,1,0,15,0,28316,37,39,0
6000,9.63%,192.57,18.67,0,1,13,0,7849,40.5,39,0
6800,15.65%,237.91,22.71,0,2,12,0,8159,55.4,13,0
2400,7.88%,75.08,14.68,0,0,7,0,11167,47.5,12,0
20000,10.75%,652.41,8.49,0,0,6,0,17145,60.6,16,0
4500,6.39%,137.7,6.35,0,0,8,0,4446,9.1,24,0
2500,9.62%,80.23,2.94,0,3,4,0,1523,38.1,7,1
19000,16.49%,467.01,9.81,0,1,13,0,7553,29.5,24,0
6475,5.42%,195.29,7.2,0,0,7,0,6107,34.9,24,0
20400,11.71%,450.81,10.94,0,0,9,0,23070,50.6,23,0
8000,10.99%,261.88,0.26,0,2,3,0,0,0,12,0
7000,13.99%,239.21,1.91,1,2,7,0,2640,45.5,32,0
5000,15.62%,174.85,8.91,1,1,13,1,13355,46.4,22,0
9000,8.94%,285.95,16.35,0,3,15,0,9348,22.2,18,0
6150,5.99%,187.07,14.1,0,0,7,0,13018,52.7,25,0
7200,18.64%,185.35,13.56,0,2,4,0,0,0,13,0
2300,14.82%,79.53,16.05,0,1,4,0,894,89.4,10,0
6400,10.37%,207.63,7.74,0,1,10,0,9154,41.4,37,0
2700,7.88%,84.46,23.25,0,2,7,0,528,6.8,25,0
1000,14.22%,34.29,14.09,0,2,3,0,652,81.5,7,0
11000,6.62%,337.75,4.79,0,2,7,0,2682,16.5,25,0
6000,12.21%,199.89,13.13,0,0,18,0,394107,77.6,51,0
6600,12.61%,221.15,14.54,0,0,16,0,22368,68.8,26,0
15000,5.99%,456.27,22.13,0,0,13,0,26805,35.4,34,0
25000,7.49%,777.55,10.28,0,1,5,0,90001,38.3,15,0
7000,13.16%,236.4,22.32,0,1,13,0,15394,95.8,28,0
1275,11.36%,41.97,18.83,0,1,7,0,9961,85.9,12,0
1000,15.27%,34.8,23.75,0,1,3,0,16298,95.3,9,0
18000,11.26%,591.54,7.34,0,1,5,0,70526,14.3,13,0
6000,7.90%,187.75,3.64,0,0,8,0,9275,49.6,12,0
25000,15.23%,597.78,12.66,0,3,11,0,1407,7.5,34,0
2800,5.79%,84.92,19.81,0,2,9,0,6370,18.4,28,0
4800,16.35%,169.58,6.96,1,9,4,0,381,8.7,18,0
6000,9.25%,191.5,23.9,0,0,9,0,10624,69.7,14,0
11500,6.91%,354.62,15.32,0,1,8,0,7567,32.3,17,0
5000,11.86%,165.74,12.36,0,0,3,0,0,0,5,0
5200,13.99%,120.97,18.56,0,1,8,1,2901,45.3,19,0
18550,19.42%,485.5,22.03,0,1,19,0,59684,83.4,41,1
15200,17.19%,379.32,9.5,1,2,9,0,1309,12.7,27,1
2400,7.49%,74.65,10.16,0,2,15,0,7990,44.1,50,0
7750,20.40%,207.06,21.72,0,8,8,0,3565,91.4,26,0
1700,14.72%,58.7,16.88,1,1,11,0,4786,34.7,12,0
13000,12.87%,437.24,6.26,0,2,13,0,1783,59.4,22,0
5575,6.54%,170.97,17.59,0,1,12,0,46310,69.8,36,0
25000,19.47%,922.42,19.81,0,5,12,0,20622,76.4,39,0
16000,16.40%,392.5,21.48,0,0,7,0,4801,55.2,10,1
22050,19.03%,572.36,4.29,2,2,14,0,13948,75.4,39,0
14000,13.57%,475.56,16.34,0,1,16,1,11889,54.8,38,0
7500,10.99%,163.04,19.68,0,0,10,0,18030,84.7,35,0
10000,7.49%,311.02,13.29,0,0,10,0,17232,44.6,15,0
4375,15.01%,151.69,5.48,0,6,13,1,4982,73.8,25,0
10000,9.32%,319.47,0.45,0,0,6,0,755,1.6,12,0
10000,7.14%,309.4,10.97,0,0,6,0,1589,11.1,18,0
9500,8.07%,297.99,3.49,0,1,13,0,40384,9.2,28,0
14600,21.36%,397.95,8.33,0,0,3,0,12165,94.3,19,0
21850,9.99%,464.15,16.56,0,0,8,0,11910,42.4,21,0
12700,10.37%,272.16,17.65,0,0,6,0,24593,84.2,22,1
12000,7.49%,373.22,1.34,0,0,5,0,7811,28,7,0
12000,19.03%,311.49,10.91,2,1,15,0,9520,85,33,0
12000,13.57%,407.63,21.77,0,2,10,0,7263,60,34,0
15000,11.48%,494.53,10.02,0,1,17,0,14125,40.2,33,0
1000,16.29%,35.31,19.95,1,0,4,0,0,0,31,0
5000,7.40%,155.3,16.16,0,0,6,0,811,7.7,11,0
12000,11.71%,396.92,15.97,0,2,11,0,9558,56.2,21,0
8000,15.28%,278.43,14.03,0,3,8,0,2337,75.4,13,1
25000,16.02%,608.22,5.97,0,0,8,0,8748,33.9,23,1
20000,6.54%,613.35,9.4,0,0,13,0,11387,32.5,35,0
6300,5.79%,191.06,8.64,0,2,8,0,7051,49.2,33,0
12000,15.65%,419.82,9.75,1,0,7,0,3620,38.1,10,0
4000,11.12%,131.19,5.99,0,0,2,0,4020,89.3,12,0
13000,8.90%,412.8,18.53,0,2,18,0,10988,23.5,30,0
14075,11.48%,464.04,16.33,0,1,10,0,18496,42.6,13,1
1600,14.46%,55.05,4.58,0,1,2,0,2938,73.4,5,1
14525,6.17%,443,9.86,0,3,9,0,1419,44.3,39,0
3000,13.85%,102.32,3.09,0,0,3,0,1758,32,8,0
10775,6.54%,330.44,7.4,0,0,8,0,18719,40.7,25,0
4200,14.17%,98.1,19.91,0,2,13,1,9897,81.8,21,0
12000,8.90%,381.04,17.08,0,0,7,0,14573,72.2,24,0
12000,5.42%,361.92,21.43,0,0,18,0,10805,17.9,29,0
6900,11.86%,153,19.1,0,2,11,0,6386,45.3,29,1
21600,17.51%,542.76,7.62,1,1,7,0,3255,45.8,24,0
8000,15.58%,192.77,10.77,0,1,9,1,6407,58.2,22,0
6000,8.00%,188.02,7.41,0,1,18,0,1112,1.2,32,0
20000,10.38%,648.92,15.48,0,0,15,0,17655,28.6,27,0
8000,12.69%,268.36,16.86,0,0,14,0,11236,81.7,26,0
8500,13.49%,288.41,13.7,0,2,11,0,11312,68.6,22,0
15500,16.45%,548.36,0.68,0,2,11,0,11886,56.3,31,0
7125,9.99%,229.88,9.68,0,2,7,0,13566,52.4,14,0
17500,14.96%,415.96,16.6,0,1,9,0,14098,64.7,14,0
4500,6.62%,138.17,9.43,0,1,12,0,3268,11.3,28,0
6700,10.99%,145.65,4.22,0,0,5,0,7594,39.8,10,0
14100,11.49%,464.9,15.86,0,0,8,0,13476,68.1,11,0
5000,7.51%,155.56,9.53,0,1,5,0,1825,13.1,12,0
9000,12.21%,299.84,24.35,0,0,10,0,43751,86.3,24,0
14000,17.19%,500.47,5.47,0,1,10,0,29682,95.4,12,0
10000,8.07%,313.69,9.95,0,1,6,0,8522,21.7,16,0
13200,15.57%,318,12.51,0,0,11,0,28894,95.3,30,0
21000,12.42%,701.73,12.16,0,1,8,0,50863,82.4,37,0
4000,7.14%,123.76,10.58,0,1,10,0,1509,2.4,32,0
8000,6.91%,246.69,1,1,0,7,0,120,1.4,19,0
2500,15.05%,86.73,16.3,0,0,12,0,16242,95.5,18,0
11200,16.89%,398.7,8.08,3,1,7,0,846,60.4,25,1
5000,16.77%,123.65,9.65,0,1,3,0,883,34,10,0
10950,5.79%,332.08,15.69,0,1,13,0,27810,37.3,33,0
14400,5.42%,434.31,6.46,0,0,13,0,20727,34.6,40,0
6500,9.38%,207.85,13.42,0,0,14,0,29258,1.6,36,0
11000,12.68%,368.95,23.59,3,2,11,0,25795,64.6,21,1
9600,14.17%,328.9,18.61,1,1,21,0,16278,52.9,43,0
12000,9.91%,386.7,6.69,0,0,6,1,13168,67.9,15,0
5000,14.96%,173.24,15.22,1,0,4,0,293,7.5,20,0
5000,18.39%,128.04,13.87,0,2,5,0,2242,77.3,18,1
17050,14.79%,403.75,20.62,0,3,13,0,10572,34.2,39,1
7000,6.62%,214.93,5.89,0,1,6,0,1384,2.7,19,0
4000,10.08%,129.22,20.92,0,0,11,0,1620,17.2,29,0
7000,15.68%,245.02,5.57,0,2,12,0,4748,53.3,15,0
6000,10.62%,195.36,6.38,0,0,6,0,7092,44.9,10,1
15000,12.21%,499.73,9.19,0,2,17,0,24204,30,29,0
9000,15.27%,313.18,3.41,2,1,6,1,1851,74,17,0
2500,7.66%,50.29,18.76,0,0,9,0,26937,32.7,20,0
1500,13.99%,51.26,13.14,0,1,6,1,6574,87.7,7,0
13000,13.92%,443.78,21.58,0,0,13,0,19335,74.4,27,0
8000,14.83%,189.61,6.29,0,4,8,0,9676,76.2,23,0
7875,7.66%,245.55,23.66,0,1,8,0,14256,48.2,24,0
7500,11.26%,246.48,16.97,0,0,11,0,9200,42.8,34,0
6000,7.90%,187.75,20.09,0,0,19,0,33725,43.4,31,0
25000,12.99%,568.7,14.37,0,0,9,0,25948,35.8,20,0
17000,16.82%,604.58,10.8,0,0,8,0,15703,94,11,0
1600,8.63%,50.61,17.64,0,1,11,0,24249,54.6,30,0
6400,6.00%,132.64,19.98,0,0,17,0,23401,62.5,25,0
2000,13.99%,68.35,0.51,0,1,2,0,278,9.9,3,1
30000,17.99%,761.64,14.44,0,0,6,0,9566,23,12,1
10000,10.37%,324.42,15.2,0,0,9,0,52594,59,32,0
15000,11.03%,491.3,9.52,1,0,22,0,25870,56.1,38,1
8000,14.91%,189.95,22.25,1,2,13,0,13869,35.7,48,0
16000,14.83%,553.32,7.48,0,0,8,0,16149,62.6,13,0
8000,15.99%,194.51,6.76,0,2,5,0,14907,93.4,13,1
6000,12.73%,201.4,5.67,0,0,7,0,5835,17.8,9,0
5000,17.56%,125.78,6.13,0,1,5,0,1651,66,6,0
3000,10.36%,97.31,12.78,0,0,6,0,188,62.7,9,0
3850,9.62%,123.55,7.76,0,0,19,0,2345,31.3,24,0
1000,16.29%,35.31,15,0,3,7,0,729,72.9,12,1
3000,16.40%,106.07,29.24,0,0,11,0,17419,94.2,12,0
14000,17.43%,351.19,19.6,1,1,14,0,9984,65.7,43,0
6500,14.27%,223.01,10.12,0,0,5,0,10843,81.5,9,0
8000,5.99%,243.34,14.47,0,0,9,0,16249,24.3,20,0
25000,15.21%,597.51,19.54,0,0,11,0,42809,88.1,32,1
9450,7.66%,294.65,29.18,0,1,12,0,9348,29.4,23,1
30000,11.99%,667.19,11.15,0,0,4,0,83,0.8,20,0
5000,7.88%,156.41,19.3,0,0,13,0,4714,31.4,22,0
10000,13.23%,338.05,16.86,0,0,9,0,10217,62.7,14,0
2000,10.99%,65.47,11.75,0,0,5,0,2137,34.5,13,0
5000,10.59%,162.73,4.45,0,0,7,0,2935,54.4,15,0
8400,18.25%,304.74,20.48,0,0,7,0,27125,98.6,11,0
6350,12.92%,213.72,20.15,0,1,10,0,22247,93.1,16,0
4800,5.99%,146.01,25.02,0,1,7,0,1375,17.2,8,0
19000,11.71%,419.87,11.37,0,0,7,0,19030,53.3,16,0
2300,11.97%,76.36,24.94,0,0,9,0,21765,49.4,13,0
9000,18.25%,229.77,0.33,0,1,4,0,13,0,4,1
8000,14.96%,277.16,10.33,2,1,14,0,5124,35.3,20,0
8500,11.12%,185.32,14.42,0,0,19,0,3646,21.1,33,0
2200,8.49%,69.44,16.37,0,2,10,0,62118,65,29,0
11000,10.99%,360.08,12.95,1,0,8,0,11628,84.2,26,0
12000,15.99%,291.76,20.23,0,1,10,0,15085,87.2,21,1
7000,12.98%,235.8,19.8,0,0,14,0,7119,82.8,26,1
35000,16.40%,858.59,17.52,0,0,8,0,39002,64.5,18,0
8000,5.79%,242.62,12.22,0,2,18,0,10253,14.2,39,0
1000,9.32%,31.95,20.37,0,0,5,0,8990,58,29,1
6000,12.41%,200.47,17.53,0,1,3,0,1966,93.6,14,1
12000,13.48%,407.09,8.42,0,3,13,0,14332,34,15,1
6000,10.75%,195.73,5.27,0,0,4,0,6037,86.2,18,0
17000,14.65%,586.41,20.9,0,2,10,0,15845,50.6,14,0
8000,11.36%,263.29,5.27,0,1,6,0,7351,94.2,21,0
11750,13.23%,268.74,23.92,0,0,10,0,8023,43.1,20,1
11000,11.49%,241.87,18.76,1,0,13,0,12516,34,21,0
5500,5.99%,167.3,4.96,0,0,6,0,6958,60,13,1
6000,8.88%,124.21,4.4,0,1,10,0,7211,10.8,40,0
3000,11.89%,99.5,18.28,0,0,9,0,14577,34.7,13,0
8000,16.07%,194.85,12.79,0,4,6,0,2187,46.5,6,0
7000,7.49%,217.72,11.69,0,3,8,0,8296,42.5,20,0
14600,19.91%,386.08,3.98,1,0,5,0,8475,53.8,20,0
11200,15.31%,389.94,21.85,0,1,10,0,10677,55,16,0
15000,13.98%,512.52,14.46,0,2,12,0,11059,62.5,22,1
7600,12.99%,256.04,21.1,0,3,4,0,4199,93.3,9,0
22000,16.89%,545.46,18.02,0,3,14,0,20120,55.1,37,0
12000,11.89%,397.97,17.84,0,2,13,1,614,17.5,29,0
2000,5.42%,60.32,29.04,0,0,11,0,8337,48.8,34,0
5500,12.69%,184.5,18.59,0,1,10,0,38347,83.9,24,0
12000,14.91%,284.92,20.14,0,2,9,0,3424,41.8,23,0
20000,11.11%,655.82,24.2,0,1,18,0,21318,23.7,50,0
12000,10.38%,257.22,9.74,0,0,7,0,7738,18.9,17,0
4700,13.80%,160.18,11.28,1,4,4,0,832,27.7,18,0
3750,15.62%,131.14,7.95,2,1,17,0,86345,8.1,63,0
15000,11.86%,497.22,10.88,2,1,9,0,26885,44.4,31,1
8700,15.58%,304.07,9.9,0,0,5,1,7190,79.9,10,0
15000,22.74%,420.62,22.32,0,0,12,0,22977,98.2,17,0
25000,20.85%,674.23,13.15,1,0,10,0,11462,80.7,31,0
20400,14.91%,706.28,1.21,0,0,3,0,1198,5.9,4,0
3550,13.48%,120.44,19.9,0,4,10,0,4109,19.3,15,0
21000,19.42%,549.62,5.53,0,0,7,0,22973,70.8,11,0
8275,5.79%,250.96,20.92,0,0,9,0,3102,12.6,22,0
7000,14.26%,240.15,18.82,0,3,11,0,16120,96.5,27,0
8000,12.53%,267.74,11.57,2,1,8,0,9929,32.4,27,0
5000,13.11%,168.73,17.46,0,4,6,0,1871,60.4,10,0
8950,12.61%,299.89,15.87,0,8,5,0,4139,63.7,16,0
1800,8.49%,56.82,21.17,1,0,2,0,0,0,7,1
5000,15.21%,119.51,5.08,0,0,6,0,7458,67.2,7,1
17000,19.03%,441.28,8.72,1,1,9,0,14821,57.4,22,0
14000,13.79%,477.06,17.26,0,0,11,0,43998,87.6,19,1
7500,12.87%,252.25,15.08,0,4,9,0,19216,70.9,18,0
12000,12.99%,404.27,20.77,2,1,9,0,0,0,38,0
8000,12.41%,267.29,0.6,0,0,3,0,2000,11.4,7,0
4000,14.09%,136.89,22.8,0,3,15,0,21091,93.8,26,0
3000,11.71%,99.23,3.18,0,1,7,0,4708,33.4,22,0
12650,21.28%,344.23,21.9,0,1,11,0,45843,96.8,21,0
4500,5.42%,135.72,7.71,0,0,14,0,5895,9.2,33,0
3000,12.87%,100.9,3.89,0,1,9,0,1366,85.4,15,0
6600,12.84%,221.88,5.26,0,0,3,0,993,24.8,9,0
1500,12.29%,50.03,14.12,0,1,7,0,669,7.5,8,0
5000,17.19%,124.78,23.88,0,0,9,0,9281,92.8,11,0
10000,11.11%,327.91,4.46,0,0,9,0,8042,73.8,11,0
3000,9.25%,95.75,1.44,0,5,14,0,17166,63.6,52,0
10000,8.94%,317.72,0.61,0,1,5,0,951,3.9,5,0
10000,13.43%,339.02,3.92,0,2,7,0,9301,44.1,14,1
2500,9.25%,79.8,6.62,2,1,11,0,2196,4.1,17,0
3000,12.99%,68.25,6.07,0,3,13,0,400,3.1,21,1
1250,11.83%,41.42,21.4,0,0,15,0,11339,78.7,21,0
12000,11.48%,395.63,18.2,1,1,7,0,434,3.3,12,0
7500,14.72%,258.97,12.87,0,0,6,1,4430,55.4,14,0
3650,17.58%,91.86,12.5,0,2,12,0,7864,87.4,28,0
19000,19.91%,502.44,7.03,2,1,3,1,0,32.71,29,0
5000,13.85%,170.52,2.32,0,0,3,0,795,19.9,16,0
35000,16.77%,865.52,16.75,0,1,12,0,58923,57.7,34,1
12000,12.99%,404.27,5.87,0,0,8,0,6226,51.9,20,0
7000,8.90%,222.28,16.68,0,1,7,0,8867,62.9,19,0
10000,11.71%,330.76,5.85,3,0,8,0,7072,48.8,17,0
6000,7.68%,187.15,8.04,0,0,12,0,53625,13.4,18,0
2000,15.23%,69.56,18.22,0,2,11,0,11697,69.6,40,0
12000,19.29%,313.21,8.42,0,0,5,1,11921,96.1,11,0
12000,11.14%,393.65,6.58,0,0,7,0,0,0,30,0
5000,6.91%,154.18,24.84,0,1,12,0,6765,37,18,0
4000,7.43%,124.31,3.45,0,0,2,0,330,11,4,0
10000,14.54%,344.41,6.88,0,0,4,0,3845,96.1,11,0
1000,13.06%,22.79,22.5,0,0,4,0,1327,53.1,4,1
25000,14.27%,585.22,10.88,0,2,10,0,3777,15.9,18,0
2800,10.99%,91.66,2.79,0,0,5,0,1325,88.3,10,0
14400,11.14%,472.38,11.3,0,0,18,0,28541,41.3,54,0
8500,10.99%,278.24,23.42,0,0,17,1,15580,63.1,33,0
4000,17.19%,142.99,9.35,0,0,6,0,4598,57.5,14,1
10000,15.21%,347.69,7.75,0,1,8,0,2876,82.2,11,0
10000,11.49%,219.88,22.69,0,1,11,0,26898,34.1,34,0
19075,18.25%,486.98,21.2,0,1,9,0,20306,70.8,19,0
1800,6.54%,55.21,4.8,0,2,10,0,2609,24.6,14,0
5000,11.28%,164.36,13.53,0,3,9,1,16389,57.7,29,1
14000,10.59%,455.63,14.81,0,1,16,0,44495,62,36,0
8500,9.99%,180.56,19.25,0,0,6,0,13819,53.6,12,0
12000,7.88%,375.38,13.2,0,0,18,0,10502,40.7,38,0
22000,14.09%,752.87,9.06,0,0,20,0,8097,22.9,27,0
20000,17.49%,502.34,13.98,0,2,15,1,14323,47.2,36,0
7000,16.69%,172.81,5.1,0,2,5,0,6345,66.1,9,0
10000,13.49%,339.31,9.94,0,2,9,0,4196,47.1,31,0
20000,12.69%,451.9,5.9,0,3,10,0,9130,32.4,26,0
15250,19.04%,395.93,11.05,0,0,11,0,5955,49.6,33,1
4500,9.99%,145.19,15.63,0,2,4,0,1499,25,17,0
5500,11.49%,181.35,12.82,0,1,10,0,5800,46,20,0
25000,11.58%,825.34,13.36,0,2,8,0,16101,36.9,26,0
8600,14.82%,297.37,4.54,0,2,5,0,4181,97.2,5,0
20050,17.58%,720.64,24.84,0,1,16,0,19556,81.1,29,0
